symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
BRAP3,CTNM4,BRADESPAR,COTEMINAS,Basic Materials,Consumer Cyclical,Mining,Textiles,Holdings,Textiles,Between-sector,False,0.1416089579060604,5511,initial macro-sector classification
CSNA3,SHUL4,CSN,SCHULZ,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Steel,Industrial Machinery,Between-sector,False,0.1410203773970849,5041,initial macro-sector classification
SHUL4,USIM5,SCHULZ,USIMINAS,Industrials,Basic Materials,Machinery and Equipment,Steel and Metallurgy,Industrial Machinery,Steel,Between-sector,False,0.1409934365178172,5022,initial macro-sector classification
PETR4,SCAR3,PETROBRAS,SAO CARLOS,Oil Gas and Biofuels,Real Estate,Oil Gas and Biofuels,Real Estate,Exploration Refining and Distribution,Commercial Properties,Between-sector,False,0.1404003404578435,5449,initial macro-sector classification
RAPT4,SCAR3,RANDON,SAO CARLOS,Industrials,Real Estate,Transportation Equipment,Real Estate,Auto Parts,Commercial Properties,Between-sector,False,0.140298909799247,5409,initial macro-sector classification
PETR3,SCAR3,PETROBRAS,SAO CARLOS,Oil Gas and Biofuels,Real Estate,Oil Gas and Biofuels,Real Estate,Exploration Refining and Distribution,Commercial Properties,Between-sector,False,0.1402674323441061,5449,initial macro-sector classification
BOBR4,GGBR3,BOMBRIL,GERDAU,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Steel and Metallurgy,Home Care,Steel,Between-sector,False,0.1400907468842418,5045,initial macro-sector classification
EMBR3,FESA4,EMBRAER,FERBASA,Industrials,Basic Materials,Aerospace and Defense,Steel and Metallurgy,Aerospace,Metallurgy,Between-sector,False,0.1399619277264644,6349,initial macro-sector classification
CTNM4,VALE3,COTEMINAS,VALE,Consumer Cyclical,Basic Materials,Textiles,Mining,Textiles,Minerals,Between-sector,False,0.1393787573086391,6027,initial macro-sector classification
SCAR3,USIM5,SAO CARLOS,USIMINAS,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Commercial Properties,Steel,Between-sector,False,0.1393617555966668,5449,initial macro-sector classification
BBDC4,KEPL3,BRADESCO,KEPLER WEBER,Financials,Industrials,Banks,Machinery and Equipment,Banks,Agricultural,Between-sector,False,0.1390635929220282,5202,initial macro-sector classification
KEPL3,SBSP3,KEPLER WEBER,SABESP,Industrials,Utilities,Machinery and Equipment,Water and Sanitation,Agricultural,Water and Sanitation,Between-sector,False,0.1385145561965106,5202,initial macro-sector classification
BOBR4,BRKM5,BOMBRIL,BRASKEM,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Chemicals,Home Care,Petrochemicals,Between-sector,False,0.1384434094755964,5146,initial macro-sector classification
BOBR4,BRAP3,BOMBRIL,BRADESPAR,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Mining,Home Care,Holdings,Between-sector,False,0.1383879503302718,5520,initial macro-sector classification
BRAP3,SCAR3,BRADESPAR,SAO CARLOS,Basic Materials,Real Estate,Mining,Real Estate,Holdings,Commercial Properties,Between-sector,False,0.1382331037543903,5267,initial macro-sector classification
ALPA4,SCAR3,ALPARGATAS,SAO CARLOS,Consumer Cyclical,Real Estate,Apparel and Footwear,Real Estate,Footwear,Commercial Properties,Between-sector,False,0.1377418066680734,5233,initial macro-sector classification
BOBR4,CCRO3,BOMBRIL,CCR,Consumer Non-Cyclical,Industrials,Personal and Home Care,Transportation,Home Care,Infrastructure,Between-sector,False,0.137410888363973,5028,initial macro-sector classification
KEPL3,USIM5,KEPLER WEBER,USIMINAS,Industrials,Basic Materials,Machinery and Equipment,Steel and Metallurgy,Agricultural,Steel,Between-sector,False,0.1370400933754143,5202,initial macro-sector classification
CYRE3,MGEL4,CYRELA,MANGELS,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Metallurgy,Between-sector,False,0.1368992770706304,4521,initial macro-sector classification
COCE5,FESA4,COELCE,FERBASA,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Distribution,Metallurgy,Between-sector,False,0.1366460335219615,6340,initial macro-sector classification
SHUL4,UNIP6,SCHULZ,UNIPAR,Industrials,Basic Materials,Machinery and Equipment,Chemicals,Industrial Machinery,Chemicals,Between-sector,False,0.1365628501560868,5040,initial macro-sector classification
ITSA4,MGEL4,ITAUSA,MANGELS,Financials,Basic Materials,Financial Services,Steel and Metallurgy,Holdings,Metallurgy,Between-sector,False,0.1364220564739478,5768,initial macro-sector classification
BAZA3,BRKM5,BANCO DA AMAZONIA,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.1363399892207204,5090,initial macro-sector classification
CTNM4,GGBR3,COTEMINAS,GERDAU,Consumer Cyclical,Basic Materials,Textiles,Steel and Metallurgy,Textiles,Steel,Between-sector,False,0.1363387351840403,5000,initial macro-sector classification
CMIG3,SCAR3,CEMIG,SAO CARLOS,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Commercial Properties,Between-sector,False,0.13597507078707,5449,initial macro-sector classification
EMAE4,RAPT4,EMAE,RANDON,Utilities,Industrials,Electric Utility,Transportation Equipment,Generation,Auto Parts,Between-sector,False,0.1357012758214916,6056,initial macro-sector classification
BEES3,CPLE6,BANESTES,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.1356355378032529,5114,initial macro-sector classification
BRKM5,KEPL3,BRASKEM,KEPLER WEBER,Basic Materials,Industrials,Chemicals,Machinery and Equipment,Petrochemicals,Agricultural,Between-sector,False,0.1355840971661977,5198,initial macro-sector classification
CPLE3,SCAR3,COPEL,SAO CARLOS,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Commercial Properties,Between-sector,False,0.1355394590135572,5361,initial macro-sector classification
BAZA3,TRPL4,BANCO DA AMAZONIA,ISA CTEEP,Financials,Utilities,Banks,Electric Utility,Banks,Transmission,Between-sector,False,0.1354900611048674,5416,initial macro-sector classification
ALPA4,COCE5,ALPARGATAS,COELCE,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Distribution,Between-sector,False,0.1352442902863849,6202,initial macro-sector classification
GRND3,KEPL3,GRENDENE,KEPLER WEBER,Consumer Cyclical,Industrials,Apparel and Footwear,Machinery and Equipment,Footwear,Agricultural,Between-sector,False,0.1346345283310648,4945,initial macro-sector classification
BOBR4,GUAR3,BOMBRIL,GUARARAPES,Consumer Non-Cyclical,Consumer Cyclical,Personal and Home Care,Retail,Home Care,Apparel,Between-sector,False,0.1346258623302149,5225,initial macro-sector classification
BBDC3,KEPL3,BRADESCO,KEPLER WEBER,Financials,Industrials,Banks,Machinery and Equipment,Banks,Agricultural,Between-sector,False,0.134558489395296,5202,initial macro-sector classification
GUAR3,SCAR3,GUARARAPES,SAO CARLOS,Consumer Cyclical,Real Estate,Retail,Real Estate,Apparel,Commercial Properties,Between-sector,False,0.1343274689913249,5113,initial macro-sector classification
BOBR4,CPFE3,BOMBRIL,CPFL ENERGIA,Consumer Non-Cyclical,Utilities,Personal and Home Care,Electric Utility,Home Care,Generation and Distribution,Between-sector,False,0.1342033856786916,4627,initial macro-sector classification
SHUL4,VALE3,SCHULZ,VALE,Industrials,Basic Materials,Machinery and Equipment,Mining,Industrial Machinery,Minerals,Between-sector,False,0.1341933036987672,5036,initial macro-sector classification
BRAP3,EMAE4,BRADESPAR,EMAE,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation,Between-sector,False,0.1338212203523741,5520,initial macro-sector classification
BAZA3,CCRO3,BANCO DA AMAZONIA,CCR,Financials,Industrials,Banks,Transportation,Banks,Infrastructure,Between-sector,False,0.1329124225011295,4968,initial macro-sector classification
BOBR4,VALE3,BOMBRIL,VALE,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Mining,Home Care,Minerals,Between-sector,False,0.1328807501592232,6142,initial macro-sector classification
BOBR4,ITSA3,BOMBRIL,ITAUSA,Consumer Non-Cyclical,Financials,Personal and Home Care,Financial Services,Home Care,Holdings,Between-sector,False,0.1328071761515657,5040,initial macro-sector classification
GRND3,SCAR3,GRENDENE,SAO CARLOS,Consumer Cyclical,Real Estate,Apparel and Footwear,Real Estate,Footwear,Commercial Properties,Between-sector,False,0.1326135515936644,4897,initial macro-sector classification
CYRE3,EMAE4,CYRELA,EMAE,Real Estate,Utilities,Real Estate,Electric Utility,Construction,Generation,Between-sector,False,0.1320031150061265,4391,initial macro-sector classification
GUAR3,KEPL3,GUARARAPES,KEPLER WEBER,Consumer Cyclical,Industrials,Retail,Machinery and Equipment,Apparel,Agricultural,Between-sector,False,0.1319106649422856,5063,initial macro-sector classification
CCRO3,CTNM4,CCR,COTEMINAS,Industrials,Consumer Cyclical,Transportation,Textiles,Infrastructure,Textiles,Between-sector,False,0.1318336084266732,5153,initial macro-sector classification
BRKM3,CGAS5,BRASKEM,COMGAS,Basic Materials,Utilities,Chemicals,Gas Utility,Petrochemicals,Distribution,Between-sector,False,0.1317038308103438,4972,initial macro-sector classification
BOBR4,CGAS5,BOMBRIL,COMGAS,Consumer Non-Cyclical,Utilities,Personal and Home Care,Gas Utility,Home Care,Distribution,Between-sector,False,0.1315293709883995,5378,initial macro-sector classification
BAZA3,FESA4,BANCO DA AMAZONIA,FERBASA,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.1311278543434252,5593,initial macro-sector classification
BEES3,USIM5,BANESTES,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.1310356780395428,5097,initial macro-sector classification
CPFE3,CTNM4,CPFL ENERGIA,COTEMINAS,Utilities,Consumer Cyclical,Electric Utility,Textiles,Generation and Distribution,Textiles,Between-sector,False,0.1303433371059352,4583,initial macro-sector classification
BOBR4,BRAP4,BOMBRIL,BRADESPAR,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Mining,Home Care,Holdings,Between-sector,False,0.1298319960249512,5590,initial macro-sector classification
BEES3,KLBN4,BANESTES,KLABIN,Financials,Basic Materials,Banks,Paper and Cellulose,Banks,Paper and Cellulose,Between-sector,False,0.1296313723404409,5045,initial macro-sector classification
CTNM4,UNIP6,COTEMINAS,UNIPAR,Consumer Cyclical,Basic Materials,Textiles,Chemicals,Textiles,Chemicals,Between-sector,False,0.1295639776306236,6048,initial macro-sector classification
BRKM3,PSSA3,BRASKEM,PORTO SEGURO,Basic Materials,Financials,Chemicals,Insurance,Petrochemicals,Insurance,Between-sector,False,0.1293935401749464,4894,initial macro-sector classification
BBDC4,MGEL4,BRADESCO,MANGELS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.1293828915191554,5769,initial macro-sector classification
BBDC3,MGEL4,BRADESCO,MANGELS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.128846782716976,5769,initial macro-sector classification
KEPL3,VALE3,KEPLER WEBER,VALE,Industrials,Basic Materials,Machinery and Equipment,Mining,Agricultural,Minerals,Between-sector,False,0.1286002269998206,5202,initial macro-sector classification
BBAS3,MGEL4,BANCO DO BRASIL,MANGELS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.1284531763187429,5767,initial macro-sector classification
CTNM4,ROMI3,COTEMINAS,INDS ROMI,Consumer Cyclical,Industrials,Textiles,Machinery and Equipment,Textiles,Industrial Machinery,Between-sector,False,0.1284509927568521,4621,initial macro-sector classification
KEPL3,USIM3,KEPLER WEBER,USIMINAS,Industrials,Basic Materials,Machinery and Equipment,Steel and Metallurgy,Agricultural,Steel,Between-sector,False,0.1283833636948945,5149,initial macro-sector classification
CCRO3,SCAR3,CCR,SAO CARLOS,Industrials,Real Estate,Transportation,Real Estate,Infrastructure,Commercial Properties,Between-sector,False,0.1280322352543277,4952,initial macro-sector classification
BEES3,GOAU3,BANESTES,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.1276308299591029,4999,initial macro-sector classification
BEES3,VALE3,BANESTES,VALE,Financials,Basic Materials,Banks,Mining,Banks,Minerals,Between-sector,False,0.1276234664650719,5144,initial macro-sector classification
CMIG4,KEPL3,CEMIG,KEPLER WEBER,Utilities,Industrials,Electric Utility,Machinery and Equipment,Generation and Distribution,Agricultural,Between-sector,False,0.127602722242792,5202,initial macro-sector classification
BEES3,GOAU4,BANESTES,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.1274827623031963,5148,initial macro-sector classification
BEES3,CPLE3,BANESTES,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.1270957631737071,5054,initial macro-sector classification
CYRE3,TELB4,CYRELA,TELEBRAS,Real Estate,Telecommunications,Real Estate,Telecommunications,Construction,Telecommunications,Between-sector,False,0.1270338381730703,5032,initial macro-sector classification
BEES3,USIM3,BANESTES,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.126973778341908,5043,initial macro-sector classification
BAZA3,GRND3,BANCO DA AMAZONIA,GRENDENE,Financials,Consumer Cyclical,Banks,Apparel and Footwear,Banks,Footwear,Between-sector,False,0.1268532515696681,4681,initial macro-sector classification
ELET6,KEPL3,ELETROBRAS,KEPLER WEBER,Utilities,Industrials,Electric Utility,Machinery and Equipment,Generation and Transmission,Agricultural,Between-sector,False,0.1265915885923325,5168,initial macro-sector classification
BEES3,BRKM5,BANESTES,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.1262228081173507,5037,initial macro-sector classification
EMAE4,RENT3,EMAE,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation,Rent a Car,Between-sector,False,0.1258280590206595,4433,initial macro-sector classification
CTNM4,EMBR3,COTEMINAS,EMBRAER,Consumer Cyclical,Industrials,Textiles,Aerospace and Defense,Textiles,Aerospace,Between-sector,False,0.1256703289970877,5943,initial macro-sector classification
KEPL3,KLBN4,KEPLER WEBER,KLABIN,Industrials,Basic Materials,Machinery and Equipment,Paper and Cellulose,Agricultural,Paper and Cellulose,Between-sector,False,0.1256102948034451,5198,initial macro-sector classification
ELET3,KEPL3,ELETROBRAS,KEPLER WEBER,Utilities,Industrials,Electric Utility,Machinery and Equipment,Generation and Transmission,Agricultural,Between-sector,False,0.1252444120778538,5168,initial macro-sector classification
BRKM5,CTNM4,BRASKEM,COTEMINAS,Basic Materials,Consumer Cyclical,Chemicals,Textiles,Petrochemicals,Textiles,Between-sector,False,0.1251738465384522,5102,initial macro-sector classification
BEES3,ELET6,BANESTES,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.1242835862057616,5114,initial macro-sector classification
KEPL3,UNIP6,KEPLER WEBER,UNIPAR,Industrials,Basic Materials,Machinery and Equipment,Chemicals,Agricultural,Chemicals,Between-sector,False,0.1238625257958708,5202,initial macro-sector classification
BEES3,PETR4,BANESTES,PETROBRAS,Financials,Oil Gas and Biofuels,Banks,Oil Gas and Biofuels,Banks,Exploration Refining and Distribution,Between-sector,False,0.1236736260924253,5148,initial macro-sector classification
BOBR4,UNIP6,BOMBRIL,UNIPAR,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Chemicals,Home Care,Chemicals,Between-sector,False,0.1235500583877422,6161,initial macro-sector classification
POMO4,SCAR3,MARCOPOLO,SAO CARLOS,Industrials,Real Estate,Transportation Equipment,Real Estate,Commercial Vehicles,Commercial Properties,Between-sector,False,0.1234566230920159,5397,initial macro-sector classification
BRKM5,EMAE4,BRASKEM,EMAE,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation,Between-sector,False,0.1230328629493475,5104,initial macro-sector classification
BEES3,PETR3,BANESTES,PETROBRAS,Financials,Oil Gas and Biofuels,Banks,Oil Gas and Biofuels,Banks,Exploration Refining and Distribution,Between-sector,False,0.1228333000288847,5148,initial macro-sector classification
EMAE4,POMO4,EMAE,MARCOPOLO,Utilities,Industrials,Electric Utility,Transportation Equipment,Generation,Commercial Vehicles,Between-sector,False,0.1227798642966465,5990,initial macro-sector classification
BRAP3,KEPL3,BRADESPAR,KEPLER WEBER,Basic Materials,Industrials,Mining,Machinery and Equipment,Holdings,Agricultural,Between-sector,False,0.1222619007413591,5137,initial macro-sector classification
SHUL4,TRPL4,SCHULZ,ISA CTEEP,Industrials,Utilities,Machinery and Equipment,Electric Utility,Industrial Machinery,Transmission,Between-sector,False,0.1221902780976545,4723,initial macro-sector classification
EMAE4,VALE3,EMAE,VALE,Utilities,Basic Materials,Electric Utility,Mining,Generation,Minerals,Between-sector,False,0.1219556107643334,6147,initial macro-sector classification
BAZA3,GUAR3,BANCO DA AMAZONIA,GUARARAPES,Financials,Consumer Cyclical,Banks,Retail,Banks,Apparel,Between-sector,False,0.1217756891105141,5163,initial macro-sector classification
ALPA4,KEPL3,ALPARGATAS,KEPLER WEBER,Consumer Cyclical,Industrials,Apparel and Footwear,Machinery and Equipment,Footwear,Agricultural,Between-sector,False,0.1212650108063205,5128,initial macro-sector classification
BEES3,ELET3,BANESTES,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.1208917342369387,5114,initial macro-sector classification
CGAS5,ROMI3,COMGAS,INDS ROMI,Utilities,Industrials,Gas Utility,Machinery and Equipment,Distribution,Industrial Machinery,Between-sector,False,0.120830941098421,5161,initial macro-sector classification
BEES3,CMIG4,BANESTES,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.1202372564914114,5147,initial macro-sector classification
KEPL3,PSSA3,KEPLER WEBER,PORTO SEGURO,Industrials,Financials,Machinery and Equipment,Insurance,Agricultural,Insurance,Between-sector,False,0.1200828070679695,4931,initial macro-sector classification
EMAE4,GUAR3,EMAE,GUARARAPES,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation,Apparel,Between-sector,False,0.1194370844820474,5188,initial macro-sector classification
BEES3,SBSP3,BANESTES,SABESP,Financials,Utilities,Banks,Water and Sanitation,Banks,Water and Sanitation,Between-sector,False,0.1193172756868871,5148,initial macro-sector classification
BEES3,RAPT4,BANESTES,RANDON,Financials,Industrials,Banks,Transportation Equipment,Banks,Auto Parts,Between-sector,False,0.1191141706258574,5141,initial macro-sector classification
CMIG3,KEPL3,CEMIG,KEPLER WEBER,Utilities,Industrials,Electric Utility,Machinery and Equipment,Generation and Distribution,Agricultural,Between-sector,False,0.119026180355758,5202,initial macro-sector classification
CTNM4,ETER3,COTEMINAS,ETERNIT,Consumer Cyclical,Industrials,Textiles,Construction Materials,Textiles,Construction Materials,Between-sector,False,0.118449600378759,5909,initial macro-sector classification
PSSA3,SHUL4,PORTO SEGURO,SCHULZ,Financials,Industrials,Insurance,Machinery and Equipment,Insurance,Industrial Machinery,Between-sector,False,0.1184231443419694,4619,initial macro-sector classification
BEES3,CCRO3,BANESTES,CCR,Financials,Industrials,Banks,Transportation,Banks,Infrastructure,Between-sector,False,0.1178478978014556,4869,initial macro-sector classification
BOBR4,KLBN4,BOMBRIL,KLABIN,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Paper and Cellulose,Home Care,Paper and Cellulose,Between-sector,False,0.1176645461661212,5312,initial macro-sector classification
BEES3,CMIG3,BANESTES,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.1170427915436864,5146,initial macro-sector classification
BEES3,FESA4,BANESTES,FERBASA,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.1168535267435806,5092,initial macro-sector classification
EMAE4,LREN3,EMAE,LOJAS RENNER,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation,Apparel,Between-sector,False,0.1168359343641112,4419,initial macro-sector classification
BOBR4,LREN3,BOMBRIL,LOJAS RENNER,Consumer Non-Cyclical,Consumer Cyclical,Personal and Home Care,Retail,Home Care,Apparel,Between-sector,False,0.1168284450119831,4456,initial macro-sector classification
MGEL4,SBSP3,MANGELS,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Metallurgy,Water and Sanitation,Between-sector,False,0.1165741742167282,5769,initial macro-sector classification
BOBR4,USIM3,BOMBRIL,USIMINAS,Consumer Non-Cyclical,Basic Materials,Personal and Home Care,Steel and Metallurgy,Home Care,Steel,Between-sector,False,0.1160941522880932,5324,initial macro-sector classification
BRKM3,COCE5,BRASKEM,COELCE,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Distribution,Between-sector,False,0.1159394734231527,5044,initial macro-sector classification
SAPR4,SCAR3,SANEPAR,SAO CARLOS,Utilities,Real Estate,Water and Sanitation,Real Estate,Water and Sanitation,Commercial Properties,Between-sector,False,0.1156523074313653,5067,initial macro-sector classification
ALPA4,BOBR4,ALPARGATAS,BOMBRIL,Consumer Cyclical,Consumer Non-Cyclical,Apparel and Footwear,Personal and Home Care,Footwear,Home Care,Between-sector,False,0.1155336480886004,5603,initial macro-sector classification
BAZA3,COCE5,BANCO DA AMAZONIA,COELCE,Financials,Utilities,Banks,Electric Utility,Banks,Distribution,Between-sector,False,0.1149211416887703,5782,initial macro-sector classification
MGEL4,PETR4,MANGELS,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Metallurgy,Exploration Refining and Distribution,Between-sector,False,0.1147938862095654,5768,initial macro-sector classification
BAZA3,BRKM3,BANCO DA AMAZONIA,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.114666246090959,4531,initial macro-sector classification
CTNM4,TRPL4,COTEMINAS,ISA CTEEP,Consumer Cyclical,Utilities,Textiles,Electric Utility,Textiles,Transmission,Between-sector,False,0.1146303568125965,5819,initial macro-sector classification
BOBR4,TRPL4,BOMBRIL,ISA CTEEP,Consumer Non-Cyclical,Utilities,Personal and Home Care,Electric Utility,Home Care,Transmission,Between-sector,False,0.1146028285837258,5569,initial macro-sector classification
ITSA3,SHUL4,ITAUSA,SCHULZ,Financials,Industrials,Financial Services,Machinery and Equipment,Holdings,Industrial Machinery,Between-sector,False,0.1145034240044385,4660,initial macro-sector classification
CCRO3,EMAE4,CCR,EMAE,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation,Between-sector,False,0.1143831792609321,4982,initial macro-sector classification
MGEL4,PETR3,MANGELS,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Metallurgy,Exploration Refining and Distribution,Between-sector,False,0.1142585298095142,5768,initial macro-sector classification
EMAE4,EMBR3,EMAE,EMBRAER,Utilities,Industrials,Electric Utility,Aerospace and Defense,Generation,Aerospace,Between-sector,False,0.1138141542863243,5991,initial macro-sector classification
CTNM4,PSSA3,COTEMINAS,PORTO SEGURO,Consumer Cyclical,Financials,Textiles,Insurance,Textiles,Insurance,Between-sector,False,0.1137973373183832,4548,initial macro-sector classification
ALPA4,EMAE4,ALPARGATAS,EMAE,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation,Between-sector,False,0.1135052295462122,5585,initial macro-sector classification
CGAS5,ITSA3,COMGAS,ITAUSA,Utilities,Financials,Gas Utility,Financial Services,Distribution,Holdings,Between-sector,False,0.1133588539854322,5267,initial macro-sector classification
CTNM4,ITSA3,COTEMINAS,ITAUSA,Consumer Cyclical,Financials,Textiles,Financial Services,Textiles,Holdings,Between-sector,False,0.1133245076467879,4961,initial macro-sector classification
MGEL4,RENT3,MANGELS,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Metallurgy,Rent a Car,Between-sector,False,0.113038655091884,4563,initial macro-sector classification
GRND3,MGEL4,GRENDENE,MANGELS,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Metallurgy,Between-sector,False,0.1128978117332862,4700,initial macro-sector classification
BRKM5,SCAR3,BRASKEM,SAO CARLOS,Basic Materials,Real Estate,Chemicals,Real Estate,Petrochemicals,Commercial Properties,Between-sector,False,0.1127794794930974,5111,initial macro-sector classification
KEPL3,TRPL4,KEPLER WEBER,ISA CTEEP,Industrials,Utilities,Machinery and Equipment,Electric Utility,Agricultural,Transmission,Between-sector,False,0.1127535961777253,4924,initial macro-sector classification
BAZA3,ETER3,BANCO DA AMAZONIA,ETERNIT,Financials,Industrials,Banks,Construction Materials,Banks,Construction Materials,Between-sector,False,0.1123211176349051,5776,initial macro-sector classification
BAZA3,RAPT4,BANCO DA AMAZONIA,RANDON,Financials,Industrials,Banks,Transportation Equipment,Banks,Auto Parts,Between-sector,False,0.1118813053502487,5816,initial macro-sector classification
EMAE4,GGBR3,EMAE,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation,Steel,Between-sector,False,0.1112311155024093,5002,initial macro-sector classification
BEES3,CSNA3,BANESTES,CSN,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.1109474853808807,5148,initial macro-sector classification
ITSA3,KEPL3,ITAUSA,KEPLER WEBER,Financials,Industrials,Financial Services,Machinery and Equipment,Holdings,Agricultural,Between-sector,False,0.1108819372624231,4859,initial macro-sector classification
EMAE4,USIM3,EMAE,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation,Steel,Between-sector,False,0.1108311732248538,5322,initial macro-sector classification
CGAS5,CTNM4,COMGAS,COTEMINAS,Utilities,Consumer Cyclical,Gas Utility,Textiles,Distribution,Textiles,Between-sector,False,0.1106863098144314,5364,initial macro-sector classification
MGEL4,RAPT4,MANGELS,RANDON,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Metallurgy,Auto Parts,Between-sector,False,0.1104848378110167,5719,initial macro-sector classification
CMIG4,MGEL4,CEMIG,MANGELS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Metallurgy,Between-sector,False,0.1103038758475659,5768,initial macro-sector classification
CMIG3,MGEL4,CEMIG,MANGELS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Metallurgy,Between-sector,False,0.1096052826604091,5764,initial macro-sector classification
BOBR4,ETER3,BOMBRIL,ETERNIT,Consumer Non-Cyclical,Industrials,Personal and Home Care,Construction Materials,Home Care,Construction Materials,Between-sector,False,0.1094434024044647,5999,initial macro-sector classification
SCAR3,USIM3,SAO CARLOS,USIMINAS,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Commercial Properties,Steel,Between-sector,False,0.108748383479344,5207,initial macro-sector classification
BAZA3,KLBN4,BANCO DA AMAZONIA,KLABIN,Financials,Basic Materials,Banks,Paper and Cellulose,Banks,Paper and Cellulose,Between-sector,False,0.1084742332507359,5230,initial macro-sector classification
ELET6,MGEL4,ELETROBRAS,MANGELS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Metallurgy,Between-sector,False,0.1082893680167841,5741,initial macro-sector classification
ITSA3,SCAR3,ITAUSA,SAO CARLOS,Financials,Real Estate,Financial Services,Real Estate,Holdings,Commercial Properties,Between-sector,False,0.1082257202706826,4956,initial macro-sector classification
BEES3,GRND3,BANESTES,GRENDENE,Financials,Consumer Cyclical,Banks,Apparel and Footwear,Banks,Footwear,Between-sector,False,0.1080790487433838,4947,initial macro-sector classification
CGAS5,SHUL4,COMGAS,SCHULZ,Utilities,Industrials,Gas Utility,Machinery and Equipment,Distribution,Industrial Machinery,Between-sector,False,0.1077477050419861,4746,initial macro-sector classification
