symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
BBDC4,RENT3,BRADESCO,LOCALIZA,Financials,Industrials,Banks,Transportation,Banks,Rent a Car,Between-sector,False,0.4814465500333285,5106,initial macro-sector classification
BBDC4,ELET6,BRADESCO,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.4814316810014811,6852,initial macro-sector classification
CMIG4,PETR4,CEMIG,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4785236299155072,6884,initial macro-sector classification
BRAP4,PETR3,BRADESPAR,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Mining,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.4771516778242052,6291,initial macro-sector classification
ELET3,PETR4,ELETROBRAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Transmission,Exploration Refining and Distribution,Between-sector,False,0.4764403291778431,6851,initial macro-sector classification
CPLE6,PETR4,COPEL,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4764008279223891,6851,initial macro-sector classification
BBDC3,RENT3,BRADESCO,LOCALIZA,Financials,Industrials,Banks,Transportation,Banks,Rent a Car,Between-sector,False,0.4762541159468097,5106,initial macro-sector classification
GOAU4,PETR3,METALURGICA GERDAU,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.4757112058046798,6884,initial macro-sector classification
BRAP4,PETR4,BRADESPAR,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Mining,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.47554477205397,6291,initial macro-sector classification
PETR4,VALE3,PETROBRAS,VALE,Oil Gas and Biofuels,Basic Materials,Oil Gas and Biofuels,Mining,Exploration Refining and Distribution,Minerals,Between-sector,False,0.4753984125492838,6856,initial macro-sector classification
CSNA3,PETR3,CSN,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Steel,Exploration Refining and Distribution,Between-sector,False,0.4740072394965254,6881,initial macro-sector classification
BBDC4,SBSP3,BRADESCO,SABESP,Financials,Utilities,Banks,Water and Sanitation,Banks,Water and Sanitation,Between-sector,False,0.4728331687100122,6886,initial macro-sector classification
CYRE3,RAPT4,CYRELA,RANDON,Real Estate,Industrials,Real Estate,Transportation Equipment,Construction,Auto Parts,Between-sector,False,0.4705140560226228,5063,initial macro-sector classification
ELET6,PETR4,ELETROBRAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Transmission,Exploration Refining and Distribution,Between-sector,False,0.4702950932842347,6851,initial macro-sector classification
LREN3,RENT3,LOJAS RENNER,LOCALIZA,Consumer Cyclical,Industrials,Retail,Transportation,Apparel,Rent a Car,Between-sector,False,0.4699334378113463,5080,initial macro-sector classification
BBDC3,GGBR4,BRADESCO,GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4697376191352667,6174,initial macro-sector classification
BBDC3,CMIG4,BRADESCO,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4685231860692893,6884,initial macro-sector classification
ITSA4,RENT3,ITAUSA,LOCALIZA,Financials,Industrials,Financial Services,Transportation,Holdings,Rent a Car,Between-sector,False,0.4683870186260563,5106,initial macro-sector classification
BBAS3,CMIG4,BANCO DO BRASIL,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4655274698749979,6879,initial macro-sector classification
BBDC3,CPLE6,BRADESCO,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4652809142927051,6851,initial macro-sector classification
GOAU4,ITSA4,METALURGICA GERDAU,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Holdings,Holdings,Between-sector,False,0.4651630581123477,6884,initial macro-sector classification
CCRO3,CYRE3,CCR,CYRELA,Industrials,Real Estate,Transportation,Real Estate,Infrastructure,Construction,Between-sector,False,0.4649222316702584,4895,initial macro-sector classification
BBDC3,ELET3,BRADESCO,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.4583065851613876,6851,initial macro-sector classification
BBDC3,SBSP3,BRADESCO,SABESP,Financials,Utilities,Banks,Water and Sanitation,Banks,Water and Sanitation,Between-sector,False,0.4578058449377745,6885,initial macro-sector classification
BBDC4,GOAU4,BRADESCO,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.4573322484354539,6885,initial macro-sector classification
CPFE3,ITSA4,CPFL ENERGIA,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.4569049331672282,5264,initial macro-sector classification
CPLE6,PETR3,COPEL,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4555951436902863,6851,initial macro-sector classification
CMIG4,PETR3,CEMIG,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4544665867643198,6884,initial macro-sector classification
BRAP4,ITSA4,BRADESPAR,ITAUSA,Basic Materials,Financials,Mining,Financial Services,Holdings,Holdings,Between-sector,False,0.4541343861166704,6291,initial macro-sector classification
BBAS3,ELET3,BANCO DO BRASIL,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.4526553760922096,6846,initial macro-sector classification
ITSA4,USIM5,ITAUSA,USIMINAS,Financials,Basic Materials,Financial Services,Steel and Metallurgy,Holdings,Steel,Between-sector,False,0.4519118260312528,6669,initial macro-sector classification
BBDC3,ELET6,BRADESCO,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.4515117317565787,6851,initial macro-sector classification
CYRE3,GOAU4,CYRELA,METALURGICA GERDAU,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Holdings,Between-sector,False,0.4511131660582257,5064,initial macro-sector classification
BBAS3,ELET6,BANCO DO BRASIL,ELETROBRAS,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Transmission,Between-sector,False,0.4505457733143,6846,initial macro-sector classification
PETR4,USIM5,PETROBRAS,USIMINAS,Oil Gas and Biofuels,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Exploration Refining and Distribution,Steel,Between-sector,False,0.4497646531078484,6668,initial macro-sector classification
CMIG3,ITSA4,CEMIG,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.4496687245388217,6879,initial macro-sector classification
BBAS3,CPLE6,BANCO DO BRASIL,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4487180277471696,6846,initial macro-sector classification
BBDC4,CPFE3,BRADESCO,CPFL ENERGIA,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4478929357654642,5264,initial macro-sector classification
BBDC4,CSNA3,BRADESCO,CSN,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.447549490130242,6882,initial macro-sector classification
GGBR3,PETR4,GERDAU,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Steel,Exploration Refining and Distribution,Between-sector,False,0.4473516920968717,5682,initial macro-sector classification
BBAS3,GGBR4,BANCO DO BRASIL,GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4468893367862065,6171,initial macro-sector classification
CSNA3,ITSA4,CSN,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Steel,Holdings,Between-sector,False,0.4457644772502778,6881,initial macro-sector classification
ELET3,PETR3,ELETROBRAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Transmission,Exploration Refining and Distribution,Between-sector,False,0.4448292491512831,6851,initial macro-sector classification
CPLE6,CYRE3,COPEL,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Construction,Between-sector,False,0.4435260057578178,5030,initial macro-sector classification
BBDC4,BRAP4,BRADESCO,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.4428276003957265,6291,initial macro-sector classification
CYRE3,SBSP3,CYRELA,SABESP,Real Estate,Utilities,Real Estate,Water and Sanitation,Construction,Water and Sanitation,Between-sector,False,0.4425985912056314,5064,initial macro-sector classification
BBAS3,USIM5,BANCO DO BRASIL,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4413932240790856,6666,initial macro-sector classification
BBDC4,USIM5,BRADESCO,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4406391143534962,6669,initial macro-sector classification
CYRE3,GGBR4,CYRELA,GERDAU,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Steel,Between-sector,False,0.4405366590778827,5064,initial macro-sector classification
ELET6,PETR3,ELETROBRAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Transmission,Exploration Refining and Distribution,Between-sector,False,0.4397838478141258,6851,initial macro-sector classification
GGBR3,PETR3,GERDAU,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Steel,Exploration Refining and Distribution,Between-sector,False,0.4392917427617807,5682,initial macro-sector classification
BBAS3,RENT3,BANCO DO BRASIL,LOCALIZA,Financials,Industrials,Banks,Transportation,Banks,Rent a Car,Between-sector,False,0.4378887334947246,5106,initial macro-sector classification
BBDC3,CPFE3,BRADESCO,CPFL ENERGIA,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4378134982542286,5264,initial macro-sector classification
PETR4,SBSP3,PETROBRAS,SABESP,Oil Gas and Biofuels,Utilities,Oil Gas and Biofuels,Water and Sanitation,Exploration Refining and Distribution,Water and Sanitation,Between-sector,False,0.4369464715778621,6885,initial macro-sector classification
BBDC4,CMIG3,BRADESCO,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4356624871687876,6880,initial macro-sector classification
GGBR3,ITSA4,GERDAU,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Steel,Holdings,Between-sector,False,0.4322209178886825,5682,initial macro-sector classification
CYRE3,PETR4,CYRELA,PETROBRAS,Real Estate,Oil Gas and Biofuels,Real Estate,Oil Gas and Biofuels,Construction,Exploration Refining and Distribution,Between-sector,False,0.4321744012040872,5064,initial macro-sector classification
BBAS3,SBSP3,BANCO DO BRASIL,SABESP,Financials,Utilities,Banks,Water and Sanitation,Banks,Water and Sanitation,Between-sector,False,0.4315238145353733,6880,initial macro-sector classification
BBDC3,GOAU4,BRADESCO,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.4306580901233836,6884,initial macro-sector classification
BBDC3,CCRO3,BRADESCO,CCR,Financials,Industrials,Banks,Transportation,Banks,Infrastructure,Between-sector,False,0.4304186882336734,5665,initial macro-sector classification
CYRE3,ELET3,CYRELA,ELETROBRAS,Real Estate,Utilities,Real Estate,Electric Utility,Construction,Generation and Transmission,Between-sector,False,0.4297955482348801,5030,initial macro-sector classification
BBAS3,CMIG3,BANCO DO BRASIL,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4297934121908564,6874,initial macro-sector classification
CPLE3,ITSA4,COPEL,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.4296232880420416,6786,initial macro-sector classification
BBDC3,CSNA3,BRADESCO,CSN,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.429562461511391,6881,initial macro-sector classification
BBAS3,GOAU4,BANCO DO BRASIL,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.4291973668771243,6879,initial macro-sector classification
CYRE3,ELET6,CYRELA,ELETROBRAS,Real Estate,Utilities,Real Estate,Electric Utility,Construction,Generation and Transmission,Between-sector,False,0.4270842157415786,5030,initial macro-sector classification
PETR3,USIM5,PETROBRAS,USIMINAS,Oil Gas and Biofuels,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Exploration Refining and Distribution,Steel,Between-sector,False,0.4252093008189204,6668,initial macro-sector classification
BBAS3,BRAP4,BANCO DO BRASIL,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.4250889511475895,6288,initial macro-sector classification
CYRE3,POMO4,CYRELA,MARCOPOLO,Real Estate,Industrials,Real Estate,Transportation Equipment,Construction,Commercial Vehicles,Between-sector,False,0.4245601877582975,5064,initial macro-sector classification
BBDC4,CCRO3,BRADESCO,CCR,Financials,Industrials,Banks,Transportation,Banks,Infrastructure,Between-sector,False,0.423906670051683,5665,initial macro-sector classification
CYRE3,PETR3,CYRELA,PETROBRAS,Real Estate,Oil Gas and Biofuels,Real Estate,Oil Gas and Biofuels,Construction,Exploration Refining and Distribution,Between-sector,False,0.4227739191291196,5064,initial macro-sector classification
CCRO3,ITSA4,CCR,ITAUSA,Industrials,Financials,Transportation,Financial Services,Infrastructure,Holdings,Between-sector,False,0.4225105007085056,5665,initial macro-sector classification
CPFE3,CYRE3,CPFL ENERGIA,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Construction,Between-sector,False,0.4214298779477353,5064,initial macro-sector classification
PETR3,SBSP3,PETROBRAS,SABESP,Oil Gas and Biofuels,Utilities,Oil Gas and Biofuels,Water and Sanitation,Exploration Refining and Distribution,Water and Sanitation,Between-sector,False,0.4210364459444939,6885,initial macro-sector classification
BBDC4,GGBR3,BRADESCO,GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4198199690052971,5682,initial macro-sector classification
CMIG4,CYRE3,CEMIG,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Construction,Between-sector,False,0.4194742629819877,5064,initial macro-sector classification
BBAS3,CSNA3,BANCO DO BRASIL,CSN,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4171811842726319,6876,initial macro-sector classification
CYRE3,GUAR3,CYRELA,GUARARAPES,Real Estate,Consumer Cyclical,Real Estate,Retail,Construction,Apparel,Between-sector,False,0.4167420816810004,5048,initial macro-sector classification
BBDC3,BRAP4,BRADESCO,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.416720131201385,6291,initial macro-sector classification
BBDC3,CMIG3,BRADESCO,CEMIG,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4163800317233644,6880,initial macro-sector classification
BBDC3,USIM5,BRADESCO,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4157601669435155,6669,initial macro-sector classification
CYRE3,USIM5,CYRELA,USIMINAS,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Steel,Between-sector,False,0.4142661640325832,5064,initial macro-sector classification
BBDC4,CPLE3,BRADESCO,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4129058816262704,6787,initial macro-sector classification
GOAU3,PETR4,METALURGICA GERDAU,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.4121831203811169,5851,initial macro-sector classification
CMIG3,PETR4,CEMIG,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4112103351281947,6879,initial macro-sector classification
BRAP3,PETR4,BRADESPAR,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Mining,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.409627127728274,6210,initial macro-sector classification
BBAS3,CPFE3,BANCO DO BRASIL,CPFL ENERGIA,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.4095296961013066,5264,initial macro-sector classification
CYRE3,GGBR3,CYRELA,GERDAU,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Steel,Between-sector,False,0.4089757501116201,5064,initial macro-sector classification
ITSA4,LREN3,ITAUSA,LOJAS RENNER,Financials,Consumer Cyclical,Financial Services,Retail,Holdings,Apparel,Between-sector,False,0.4085837558561191,5092,initial macro-sector classification
CSNA3,CYRE3,CSN,CYRELA,Basic Materials,Real Estate,Steel and Metallurgy,Real Estate,Steel,Construction,Between-sector,False,0.4082685698471021,5064,initial macro-sector classification
BBDC3,GGBR3,BRADESCO,GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4076641445330172,5682,initial macro-sector classification
CPLE6,GGBR4,COPEL,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.4073887964382118,6140,initial macro-sector classification
ELET3,USIM5,ELETROBRAS,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Steel,Between-sector,False,0.4065701937393657,6635,initial macro-sector classification
BRAP3,PETR3,BRADESPAR,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Mining,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.4064485807960702,6210,initial macro-sector classification
BBDC4,LREN3,BRADESCO,LOJAS RENNER,Financials,Consumer Cyclical,Banks,Retail,Banks,Apparel,Between-sector,False,0.405491787077898,5092,initial macro-sector classification
BBAS3,CCRO3,BANCO DO BRASIL,CCR,Financials,Industrials,Banks,Transportation,Banks,Infrastructure,Between-sector,False,0.405491251565481,5665,initial macro-sector classification
CYRE3,GOAU3,CYRELA,METALURGICA GERDAU,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Holdings,Between-sector,False,0.4051799019996139,5039,initial macro-sector classification
CMIG4,GOAU4,CEMIG,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.4023696021806922,6884,initial macro-sector classification
CPLE3,PETR4,COPEL,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.4013346118830809,6786,initial macro-sector classification
CCRO3,CPFE3,CCR,CPFL ENERGIA,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Distribution,Between-sector,False,0.4011260542428599,5095,initial macro-sector classification
ITSA4,VALE3,ITAUSA,VALE,Financials,Basic Materials,Financial Services,Mining,Holdings,Minerals,Between-sector,False,0.4009570141142684,6856,initial macro-sector classification
BBAS3,GGBR3,BANCO DO BRASIL,GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.4004185746770279,5681,initial macro-sector classification
GOAU3,PETR3,METALURGICA GERDAU,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Holdings,Exploration Refining and Distribution,Between-sector,False,0.3991810330007705,5851,initial macro-sector classification
CMIG4,USIM5,CEMIG,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3985553670471942,6669,initial macro-sector classification
CMIG4,GGBR4,CEMIG,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3976815748358553,6174,initial macro-sector classification
BBDC3,CPLE3,BRADESCO,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.3964150280116025,6786,initial macro-sector classification
RENT3,SBSP3,LOCALIZA,SABESP,Industrials,Utilities,Transportation,Water and Sanitation,Rent a Car,Water and Sanitation,Between-sector,False,0.3960780936816436,5106,initial macro-sector classification
ELET6,USIM5,ELETROBRAS,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Steel,Between-sector,False,0.3952393250398694,6635,initial macro-sector classification
CPLE6,GOAU4,COPEL,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.3949621880649515,6851,initial macro-sector classification
CPLE6,USIM5,COPEL,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3939175247618532,6635,initial macro-sector classification
BBAS3,CPLE3,BANCO DO BRASIL,COPEL,Financials,Utilities,Banks,Electric Utility,Banks,Generation and Distribution,Between-sector,False,0.3927441690729525,6781,initial macro-sector classification
ELET3,GOAU4,ELETROBRAS,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Holdings,Between-sector,False,0.392409358448146,6851,initial macro-sector classification
GGBR4,SBSP3,GERDAU,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.3915610726977349,6174,initial macro-sector classification
CMIG3,PETR3,CEMIG,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.3911015202250948,6879,initial macro-sector classification
BBDC3,LREN3,BRADESCO,LOJAS RENNER,Financials,Consumer Cyclical,Banks,Retail,Banks,Apparel,Between-sector,False,0.3908976879224441,5092,initial macro-sector classification
CMIG3,CYRE3,CEMIG,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Construction,Between-sector,False,0.3878530773604656,5064,initial macro-sector classification
BBDC4,VALE3,BRADESCO,VALE,Financials,Basic Materials,Banks,Mining,Banks,Minerals,Between-sector,False,0.3863975580076623,6857,initial macro-sector classification
ALPA4,CYRE3,ALPARGATAS,CYRELA,Consumer Cyclical,Real Estate,Apparel and Footwear,Real Estate,Footwear,Construction,Between-sector,False,0.3860210843545709,5023,initial macro-sector classification
ELET6,GOAU4,ELETROBRAS,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Holdings,Between-sector,False,0.3859985639793218,6851,initial macro-sector classification
BBDC4,BRKM5,BRADESCO,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.3859246715930798,5783,initial macro-sector classification
CPLE6,RENT3,COPEL,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation and Distribution,Rent a Car,Between-sector,False,0.385131517898655,5072,initial macro-sector classification
ELET3,GGBR4,ELETROBRAS,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Steel,Between-sector,False,0.3843719355030862,6140,initial macro-sector classification
BBDC4,BRAP3,BRADESCO,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.3842645479789582,6210,initial macro-sector classification
GGBR4,RENT3,GERDAU,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Steel,Rent a Car,Between-sector,False,0.3841129491164921,5106,initial macro-sector classification
CSNA3,ELET3,CSN,ELETROBRAS,Basic Materials,Utilities,Steel and Metallurgy,Electric Utility,Steel,Generation and Transmission,Between-sector,False,0.3837413289051322,6848,initial macro-sector classification
CPLE3,CYRE3,COPEL,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Generation and Distribution,Construction,Between-sector,False,0.3835395666358646,4972,initial macro-sector classification
GOAU4,SBSP3,METALURGICA GERDAU,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Holdings,Water and Sanitation,Between-sector,False,0.3834763423929744,6885,initial macro-sector classification
ELET6,GGBR4,ELETROBRAS,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Steel,Between-sector,False,0.3816496315928603,6140,initial macro-sector classification
BRAP3,ITSA4,BRADESPAR,ITAUSA,Basic Materials,Financials,Mining,Financial Services,Holdings,Holdings,Between-sector,False,0.3810869874671798,6210,initial macro-sector classification
BBAS3,LREN3,BANCO DO BRASIL,LOJAS RENNER,Financials,Consumer Cyclical,Banks,Retail,Banks,Apparel,Between-sector,False,0.3807182715901542,5092,initial macro-sector classification
CCRO3,PETR4,CCR,PETROBRAS,Industrials,Oil Gas and Biofuels,Transportation,Oil Gas and Biofuels,Infrastructure,Exploration Refining and Distribution,Between-sector,False,0.3795032309903663,5665,initial macro-sector classification
BRKM5,ITSA4,BRASKEM,ITAUSA,Basic Materials,Financials,Chemicals,Financial Services,Petrochemicals,Holdings,Between-sector,False,0.3788279128192979,5783,initial macro-sector classification
GOAU4,RENT3,METALURGICA GERDAU,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Holdings,Rent a Car,Between-sector,False,0.3788043231823392,5106,initial macro-sector classification
BBDC3,BRKM5,BRADESCO,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.3781619283273653,5783,initial macro-sector classification
CPLE3,PETR3,COPEL,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.377815080710073,6786,initial macro-sector classification
CMIG4,CSNA3,CEMIG,CSN,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3775256674047521,6881,initial macro-sector classification
CPFE3,PETR4,CPFL ENERGIA,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.3770537902453333,5264,initial macro-sector classification
BRAP4,CPLE6,BRADESPAR,COPEL,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation and Distribution,Between-sector,False,0.3770340071197935,6257,initial macro-sector classification
GOAU3,ITSA4,METALURGICA GERDAU,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Holdings,Holdings,Between-sector,False,0.3765784726229054,5852,initial macro-sector classification
BRAP4,CYRE3,BRADESPAR,CYRELA,Basic Materials,Real Estate,Mining,Real Estate,Holdings,Construction,Between-sector,False,0.3763420224205911,5064,initial macro-sector classification
CCRO3,CMIG4,CCR,CEMIG,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Distribution,Between-sector,False,0.374856561264321,5665,initial macro-sector classification
CMIG3,GOAU4,CEMIG,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.3746131288634831,6879,initial macro-sector classification
CPLE6,LREN3,COPEL,LOJAS RENNER,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Distribution,Apparel,Between-sector,False,0.3744276640126965,5058,initial macro-sector classification
